,loss,accuracy,val_loss,val_accuracy
0,0.08352676033973694,0.973626434803009,0.00020807352848351002,1.0
1,0.005005839746445417,0.9982184171676636,0.00012132171104894951,1.0
2,0.0031801555305719376,0.9990456104278564,6.527351069962606e-05,1.0
3,0.002595903817564249,0.9992046356201172,0.00010706842294894159,1.0
4,0.0021715431939810514,0.9993001222610474,5.962040086160414e-05,1.0
5,0.001791957183741033,0.9993318915367126,6.863218732178211e-05,1.0
6,0.0013746476033702493,0.9995228052139282,2.7383559427107684e-05,1.0
7,0.0012096151476725936,0.9995864033699036,4.3757292587542906e-05,1.0
8,0.0017499147215858102,0.9993001222610474,2.64476166194072e-05,1.0
9,0.0009311245521530509,0.999713659286499,5.1473114581312984e-05,1.0
10,0.0012472079833969474,0.9996182322502136,2.0962959752068855e-05,1.0
