,loss,accuracy,val_loss,val_accuracy
0,0.19181188941001892,0.9371679425239563,0.052940886467695236,0.9982911348342896
1,0.034872252494096756,0.996182382106781,0.022809205576777458,0.9992232322692871
2,0.019312292337417603,0.9971686005592346,0.0133384233340621,0.9992232322692871
3,0.012810750864446163,0.9977730512619019,0.00881114136427641,0.9993786215782166
4,0.01002053078263998,0.9981866478919983,0.006349556148052216,0.9993786215782166
5,0.008241521194577217,0.9984411001205444,0.005033167544752359,0.9993786215782166
6,0.0066181570291519165,0.9985683560371399,0.0038811820559203625,0.9996892809867859
7,0.0057420856319367886,0.9987910985946655,0.003322392934933305,0.9995339512825012
8,0.00501481257379055,0.9987274408340454,0.0028318865224719048,0.9996892809867859
9,0.00493439007550478,0.9987910985946655,0.0028186680283397436,0.9995339512825012
10,0.09634114056825638,0.973594605922699,0.0004228247853461653,1.0
11,0.00493464944884181,0.9984411001205444,0.0002472865744493902,1.0
12,0.003109809011220932,0.998918354511261,0.00016846141079440713,1.0
13,0.0020396565087139606,0.9994273781776428,0.00031119599589146674,0.9998446702957153
14,0.0015506151830777526,0.9994591474533081,0.00019373168470337987,1.0
15,0.001172708347439766,0.9996182322502136,0.00015455881657544523,1.0
16,0.0007063847151584923,0.9998409152030945,0.00015402080316562206,1.0
17,0.0011085501173511147,0.9996182322502136,9.361599950352684e-05,1.0
18,0.000998139032162726,0.9996500611305237,9.737925574881956e-05,1.0
19,0.0007361258030869067,0.9998409152030945,7.979737711139023e-05,1.0
20,0.0005250686081126332,0.9998727440834045,0.00012614823936019093,1.0
