,loss,accuracy,val_loss,val_accuracy
0,0.08447159826755524,0.9758852124214172,0.0003337531816214323,1.0
1,0.004786010831594467,0.9985047578811646,0.0004211807099636644,0.9998446702957153
2,0.0029719884041696787,0.9991728663444519,0.00027431652415543795,0.9998446702957153
3,0.00275986036285758,0.9991092085838318,0.00019029383838642389,0.9998446702957153
4,0.0015218945918604732,0.9995864033699036,0.00013923821097705513,1.0
5,0.0011075406800955534,0.9996500611305237,9.309762390330434e-05,1.0
6,0.0006221559015102684,0.9998091459274292,0.00013711891369894147,1.0
7,0.000948686501942575,0.9995864033699036,0.0001580683747306466,1.0
8,0.0009308881708420813,0.999713659286499,0.00012806130689568818,1.0
9,0.0009069332736544311,0.9997773170471191,8.46921611810103e-05,1.0
10,0.0006631738506257534,0.9996818900108337,5.817572309751995e-05,1.0
