,mae,val_mae,loss,val_loss
0,5.932645320892334,10.808122634887695,59.609458923339844,118.62861633300781
1,4.839681148529053,3.7100703716278076,43.33586502075195,26.277891159057617
2,4.522095680236816,4.0168280601501465,38.599727630615234,27.811330795288086
3,4.423829555511475,3.696732759475708,36.907318115234375,26.499767303466797
4,4.28189754486084,3.518594741821289,34.251041412353516,25.486711502075195
5,4.2384209632873535,4.037961959838867,33.644386291503906,29.095500946044922
6,4.1113200187683105,3.566129684448242,31.57801055908203,23.8808536529541
7,4.140726566314697,3.9173381328582764,31.791908264160156,26.329687118530273
8,4.090271472930908,3.733879804611206,30.893138885498047,25.51791000366211
9,3.982131004333496,3.315032720565796,29.203475952148438,21.007320404052734
10,3.942929983139038,3.6196346282958984,28.802526473999023,24.176145553588867
11,3.9361412525177,3.329596757888794,28.397075653076172,21.04480743408203
12,3.8795580863952637,3.995168447494507,27.57539939880371,27.861989974975586
13,3.939312696456909,3.8041694164276123,28.103425979614258,26.731101989746094
14,3.841463565826416,3.1842331886291504,26.499235153198242,19.229198455810547
15,3.8246123790740967,3.277834415435791,26.1053409576416,21.644214630126953
16,3.803454875946045,3.674100875854492,26.045467376708984,25.961091995239258
17,3.7691636085510254,3.4296693801879883,25.457401275634766,22.64704132080078
18,3.788531541824341,3.5790953636169434,25.41884994506836,22.135950088500977
19,3.7653427124023438,3.1814918518066406,25.040023803710938,19.846126556396484
20,3.7400217056274414,3.257124900817871,24.847929000854492,21.008296966552734
21,3.730877637863159,3.1284897327423096,24.581193923950195,18.641525268554688
22,3.7118866443634033,3.409966468811035,24.02361488342285,21.51404571533203
23,3.685443878173828,3.50152850151062,23.55158042907715,21.370311737060547
24,3.696897506713867,3.2387466430664062,23.57115936279297,18.663724899291992
25,3.6947295665740967,3.1297192573547363,23.616426467895508,18.184823989868164
26,3.642353057861328,3.2343695163726807,22.67522430419922,18.909713745117188
27,3.672276496887207,3.145170211791992,22.961782455444336,18.284711837768555
28,3.6443707942962646,3.2011220455169678,22.66046905517578,18.788349151611328
29,3.651568651199341,3.1643922328948975,22.525768280029297,19.103647232055664
30,3.594633102416992,3.6467671394348145,21.499740600585938,23.20168685913086
31,3.6055586338043213,3.5326087474823,21.856975555419922,22.244552612304688
32,3.5796420574188232,3.3770430088043213,21.60570526123047,20.35577392578125
33,3.5622904300689697,3.5329179763793945,21.13313865661621,23.579862594604492
34,3.6035516262054443,3.193690299987793,21.538890838623047,18.341812133789062
35,3.579094886779785,3.173708915710449,21.04469871520996,18.2265682220459
36,3.552975654602051,3.2132606506347656,20.719961166381836,18.863731384277344
37,3.5158236026763916,3.248260974884033,20.36905288696289,18.634010314941406
38,3.5354490280151367,3.4966368675231934,20.600860595703125,22.16368865966797
39,3.523895502090454,3.191950559616089,20.0918025970459,18.716384887695312
40,3.504026412963867,3.232815742492676,20.030284881591797,18.511322021484375
41,3.514040470123291,3.2113037109375,20.063400268554688,17.944171905517578
42,3.4988346099853516,3.2414016723632812,19.762357711791992,18.27404022216797
43,3.493695020675659,3.446789264678955,19.999557495117188,21.612205505371094
44,3.457319974899292,3.197352409362793,19.149173736572266,18.164257049560547
45,3.4787702560424805,3.182358503341675,19.378406524658203,17.77318000793457
46,3.4559693336486816,3.2353506088256836,19.126644134521484,18.82939338684082
47,3.473863124847412,3.2060768604278564,19.2274169921875,18.033790588378906
48,3.4221365451812744,3.023441791534424,18.650875091552734,18.180368423461914
49,3.4509940147399902,3.102656126022339,19.307598114013672,18.42764663696289
