,loss,accuracy,val_loss,val_accuracy
0,1.063899040222168,0.9527884721755981,0.3731401860713959,0.9658225774765015
1,0.19579899311065674,0.9734037518501282,0.11256419122219086,0.975299060344696
2,0.07845667004585266,0.9788438677787781,0.06561104953289032,0.9812024235725403
3,0.05661042034626007,0.981866180896759,0.043998993933200836,0.9875718355178833
4,0.04530627280473709,0.9866064190864563,0.047887641936540604,0.9864844083786011
5,0.038328856229782104,0.988706111907959,0.03599109128117561,0.9900574684143066
6,0.030095897614955902,0.9921420216560364,0.03510380536317825,0.9920770525932312
7,0.026708804070949554,0.9937645196914673,0.03444744646549225,0.9903681874275208
8,0.024149764329195023,0.9937008619308472,0.02319280058145523,0.9944073557853699
9,0.021563032642006874,0.9943053722381592,0.023504087701439857,0.9945626854896545
10,0.019006386399269104,0.9953551888465881,0.017654674127697945,0.996271550655365
11,0.017343156039714813,0.9956733584403992,0.02547786757349968,0.9923877716064453
12,0.015573913231492043,0.9959914684295654,0.020818432793021202,0.9950287342071533
13,0.01393827423453331,0.9965959191322327,0.02447904273867607,0.9950287342071533
14,0.012061164714396,0.9974548816680908,0.01853836141526699,0.9959608316421509
15,0.012139723636209965,0.9971049427986145,0.01862199790775776,0.9948734045028687
16,0.011372089385986328,0.9975821375846863,0.019236644729971886,0.995184063911438
17,0.012162860482931137,0.99723219871521,0.011722083203494549,0.9976696968078613
18,0.010818621143698692,0.9975185394287109,0.017457257956266403,0.995184063911438
19,0.010106700472533703,0.9977412223815918,0.01655798964202404,0.9961162209510803
