,accuracy,val_accuracy,loss,val_loss
0,0.9454449415206909,0.7822783589363098,0.18728138506412506,0.3200523257255554
1,0.9984109997749329,0.6270066499710083,0.025112362578511238,0.1864256113767624
2,0.9989407062530518,0.6561967134475708,0.013003643602132797,0.09707073122262955
3,0.9997351765632629,0.6318888664245605,0.009793625213205814,0.07799967378377914
4,0.9994703531265259,0.5657467246055603,0.00789700262248516,0.044809259474277496
5,0.9994703531265259,0.4585793912410736,0.006712881848216057,0.029883429408073425
6,0.9997351765632629,0.4359615445137024,0.005187844857573509,0.018352149054408073
7,0.9997351765632629,0.36222416162490845,0.004537076223641634,0.01321861520409584
8,0.9997351765632629,0.3346046805381775,0.004323093686252832,0.013726665638387203
9,0.9997351765632629,0.333163321018219,0.0033708324190229177,0.01016981527209282
10,1.0,0.3354624807834625,0.0032952632755041122,0.004154622089117765
11,1.0,0.3427836298942566,0.003058475209400058,0.003011544933542609
12,1.0,0.34459295868873596,0.0021493909880518913,0.00219019316136837
13,1.0,0.3139263093471527,0.0021104731131345034,0.0030166355427354574
14,1.0,0.35048049688339233,0.0019950573332607746,0.0028006883803755045
15,1.0,0.3795687258243561,0.0014709575334563851,0.0016614190535619855
16,1.0,0.3482869863510132,0.002122783800587058,0.002123991958796978
17,1.0,0.2943415939807892,0.0017655518604442477,0.0007477852632291615
18,1.0,0.2810942232608795,0.0012287964345887303,0.0010091917356476188
19,1.0,0.2780996561050415,0.001007570419460535,0.0008655351703055203
20,1.0,0.28543251752853394,0.0011829397408291698,0.0009575905278325081
21,1.0,0.30780118703842163,0.0010301066795364022,0.0006425305618904531
22,1.0,0.2750628888607025,0.0011375162284821272,0.0008718742174096406
23,1.0,0.2874610126018524,0.0010253307409584522,0.0004772521206177771
24,1.0,0.2503412067890167,0.0008105342276394367,0.0002766501565929502
25,1.0,0.24634817242622375,0.0008024946437217295,0.00024908813065849245
26,1.0,0.2525467574596405,0.0010163887636736035,0.00047383515629917383
27,1.0,0.2698379158973694,0.0007808655500411987,0.0005083517171442509
28,0.9997351765632629,0.22495749592781067,0.0012299861991778016,0.00033719916245900095
29,1.0,0.258805513381958,0.0006970872054807842,0.0003233357274439186
30,1.0,0.2996291220188141,0.0004939439822919667,0.0009327722364105284
31,1.0,0.28865495324134827,0.0006166218663565814,0.0005461647524498403
32,1.0,0.36034804582595825,0.00042925981688313186,0.00031454788404516876
33,1.0,0.25661465525627136,0.0005371504230424762,0.00034502308699302375
