,mae,val_mae,loss,val_loss
0,0.5423633456230164,0.7618581056594849,0.5528571605682373,0.7427496314048767
1,0.39803528785705566,0.690397322177887,0.3076114356517792,0.665682315826416
2,0.361904114484787,0.824308454990387,0.2677213251590729,0.982661247253418
3,0.3360167145729065,0.606755256652832,0.2282896339893341,0.5641869306564331
4,0.32738789916038513,0.4424827992916107,0.22025515139102936,0.30445680022239685
5,0.3132052719593048,0.38083213567733765,0.2031138688325882,0.23275688290596008
6,0.2969653904438019,0.4374065101146698,0.18934759497642517,0.3317866027355194
7,0.29856207966804504,0.38281434774398804,0.19122165441513062,0.2546543776988983
8,0.2894454300403595,0.3818884491920471,0.1733894646167755,0.2629932165145874
9,0.2766418159008026,0.3295251429080963,0.15983793139457703,0.19693748652935028
10,0.2689550220966339,0.33528438210487366,0.1518988311290741,0.193380206823349
11,0.26635968685150146,0.2840602993965149,0.15068961679935455,0.16002795100212097
12,0.258332222700119,0.2723206579685211,0.13680821657180786,0.145925372838974
13,0.2518969476222992,0.263714075088501,0.1332300454378128,0.13728287816047668
14,0.2505086660385132,0.24026404321193695,0.13634318113327026,0.13224942982196808
15,0.24943257868289948,0.27326083183288574,0.12990134954452515,0.15894588828086853
16,0.24673372507095337,0.2447536140680313,0.12482865154743195,0.12681451439857483
17,0.24047508835792542,0.2736957371234894,0.12060507386922836,0.16913962364196777
18,0.23929668962955475,0.2900274991989136,0.11924754828214645,0.17759285867214203
19,0.22709491848945618,0.2741420567035675,0.10737136751413345,0.17793960869312286
