loss,accuracy,val_loss,val_accuracy
0.35277897119522095,0.47304201126098633,0.24565313756465912,0.4182747006416321
0.2530253231525421,0.46665722131729126,0.24191954731941223,0.4250851273536682
0.2501579821109772,0.456796258687973,0.24449948966503143,0.3757094144821167
0.2463146299123764,0.44537457823753357,0.23529107868671417,0.3910329043865204
0.24357442557811737,0.42543983459472656,0.22668544948101044,0.3626560866832733
0.2346438765525818,0.3927355408668518,0.216610386967659,0.35414302349090576
0.22667723894119263,0.36804768443107605,0.20433089137077332,0.31498298048973083
0.21819575130939484,0.34527525305747986,0.2027502804994583,0.30987513065338135
0.21126273274421692,0.32988080382347107,0.19383758306503296,0.2917139530181885
0.2034393697977066,0.3097332715988159,0.19180892407894135,0.28774121403694153
0.19412687420845032,0.2888762652873993,0.19294780492782593,0.30249714851379395
0.18586353957653046,0.2705731987953186,0.19396629929542542,0.29511919617652893
0.18044033646583557,0.26049941778182983,0.1732255518436432,0.2587968111038208
0.1741466075181961,0.25042566657066345,0.17045025527477264,0.263337105512619
0.16683447360992432,0.23921680450439453,0.1627088487148285,0.2309875190258026
0.16161580383777618,0.22623439133167267,0.16680710017681122,0.25198638439178467
0.15695644915103912,0.21828888356685638,0.17009834945201874,0.2565266788005829
0.15203770995140076,0.20864075422286987,0.19060730934143066,0.2979568541049957
0.14815007150173187,0.20537741482257843,0.1587611734867096,0.23950056731700897
0.14437885582447052,0.20133371651172638,0.15766309201717377,0.23552781343460083
0.13963623344898224,0.19161464273929596,0.16516625881195068,0.24517594277858734
0.1352202594280243,0.18466231226921082,0.16281729936599731,0.2531214654445648
0.13298296928405762,0.17976731061935425,0.17431078851222992,0.26276957988739014
0.1303516924381256,0.17856130003929138,0.1573616862297058,0.22247445583343506
0.12688806653022766,0.1735953390598297,0.15735545754432678,0.2360953390598297
0.12046028673648834,0.16380533576011658,0.15169458091259003,0.21736663579940796
0.11753547936677933,0.16040010750293732,0.16144795715808868,0.24574346840381622
0.1143539622426033,0.15493756532669067,0.14881578087806702,0.2236095368862152
0.11110285669565201,0.14798524975776672,0.16423597931861877,0.2440408617258072
0.10938560217618942,0.14883655309677124,0.1900259256362915,0.280930757522583
0.10760410875082016,0.1449347287416458,0.1914074420928955,0.28717365860939026
0.10446039587259293,0.13954313099384308,0.14866380393505096,0.2213393896818161
0.10043902695178986,0.13549943268299103,0.14892013370990753,0.21509648859500885
0.09831360727548599,0.12918558716773987,0.14675301313400269,0.20942111313343048
0.09395919740200043,0.12343927472829819,0.19029191136360168,0.2837684452533722
0.09458868205547333,0.12393587082624435,0.15117348730564117,0.20942111313343048
0.08908800780773163,0.11450056731700897,0.14655576646327972,0.20715096592903137
0.08777280896902084,0.11577752232551575,0.16386151313781738,0.23041997849941254
0.08622432500123978,0.11201759427785873,0.14430966973304749,0.20715096592903137
0.08521275222301483,0.11137911677360535,0.15065619349479675,0.21793416142463684
0.08278411626815796,0.10747729986906052,0.15786708891391754,0.22247445583343506
0.08004359900951385,0.10378830879926682,0.15304458141326904,0.21793416142463684
0.07836411893367767,0.09903518855571747,0.1520431488752365,0.21055617928504944
0.07786191999912262,0.09946084022521973,0.1496724635362625,0.219069242477417
