,loss,accuracy,val_loss,val_accuracy
0,0.1203092709183693,0.953583836555481,0.08423352986574173,0.9720366597175598
1,0.07342183589935303,0.973626434803009,0.0570712573826313,0.9804256558418274
2,0.05256905034184456,0.9804027676582336,0.04872426390647888,0.9804256558418274
3,0.04563920572400093,0.9840295314788818,0.04153494909405708,0.9838433861732483
4,0.03652818128466606,0.9880698919296265,0.03988870605826378,0.9852415919303894
5,0.028489485383033752,0.9902968406677246,0.03464537858963013,0.9886593222618103
6,0.026846446096897125,0.9908376336097717,0.027343356981873512,0.9906789064407349
7,0.02160392515361309,0.9929691553115845,0.022898782044649124,0.99254310131073
8,0.01944085769355297,0.9933827519416809,0.025425052270293236,0.9923877716064453
9,0.016158737242221832,0.9941781163215637,0.0202099047601223,0.9940966367721558
