loss,accuracy,val_loss,val_accuracy
0.4033333659172058,0.4909712076187134,0.4177649915218353,0.4765625
0.2851119041442871,0.49829185009002686,0.30748826265335083,0.48828125
0.2625594437122345,0.49438750743865967,0.29748475551605225,0.51953125
0.25825193524360657,0.49829185009002686,0.26572713255882263,0.52734375
0.2536706328392029,0.4919472932815552,0.24879704415798187,0.46484375
0.24838373064994812,0.4758418798446655,0.2491847574710846,0.51953125
0.2470036894083023,0.4846266508102417,0.2465854436159134,0.4765625
0.24189719557762146,0.47242558002471924,0.25500938296318054,0.5234375
0.2389916479587555,0.4265495240688324,0.24813205003738403,0.453125
0.23585695028305054,0.4245973527431488,0.24295161664485931,0.44140625
0.23342591524124146,0.40946802496910095,0.23976555466651917,0.45703125
0.22698605060577393,0.37872132658958435,0.24316546320915222,0.4296875
0.2317112535238266,0.3865300118923187,0.2480010986328125,0.4765625
0.22325871884822845,0.3694485127925873,0.2489079087972641,0.4296875
0.21783721446990967,0.34504637122154236,0.24277743697166443,0.44140625
0.21816806495189667,0.3347974717617035,0.2985827922821045,0.4765625
