loss,accuracy,val_loss,val_accuracy
0.2535251975059509,0.4297657310962677,0.22825279831886292,0.3817068934440613
0.2145112007856369,0.33827948570251465,0.2021646648645401,0.3114171624183655
0.181004136800766,0.26635774970054626,0.1769637018442154,0.26704180240631104
0.16559843719005585,0.24228926002979279,0.1648131012916565,0.2416703701019287
0.15732719004154205,0.22938813269138336,0.16156472265720367,0.23712918162345886
0.15119574964046478,0.21901048719882965,0.15415313839912415,0.2273557484149933
0.14605872333049774,0.21086013317108154,0.1548544466495514,0.22508515417575836
0.14242146909236908,0.20459775626659393,0.15672770142555237,0.22597363591194153
0.13826194405555725,0.19714459776878357,0.14606374502182007,0.21032626926898956
0.13514521718025208,0.19291827082633972,0.14657898247241974,0.21160966157913208
0.13215145468711853,0.18747647106647491,0.14814743399620056,0.21274495124816895
0.12911847233772278,0.18308356404304504,0.1461176574230194,0.21121476590633392
0.12644408643245697,0.17859192192554474,0.14457878470420837,0.20756207406520844
0.1252257227897644,0.17644481360912323,0.14191706478595734,0.2037612944841385
0.12182288616895676,0.17132386565208435,0.14329947531223297,0.2042548954486847
0.11898061633110046,0.16595610976219177,0.147043839097023,0.21269559860229492
0.11763288825750351,0.16382133960723877,0.1370338648557663,0.19482699036598206
0.11567943543195724,0.16040943562984467,0.14517518877983093,0.2045017033815384
0.11455633491277695,0.1595579981803894,0.14196492731571198,0.19917073845863342
0.11223816126585007,0.15547356009483337,0.1485353261232376,0.21022754907608032
0.11064843088388443,0.15359176695346832,0.1446373611688614,0.2074633538722992
0.1087823137640953,0.14998242259025574,0.13495680689811707,0.1890517771244049
0.1071266233921051,0.1475638449192047,0.14012137055397034,0.1956661194562912
0.10589230060577393,0.14589181542396545,0.14699797332286835,0.20652548968791962
0.10416016727685928,0.14359663426876068,0.13675586879253387,0.190236434340477
0.10248500108718872,0.14056725800037384,0.14537666738033295,0.20386001467704773
0.10201189666986465,0.13962943851947784,0.13461552560329437,0.18845945596694946
0.10024216771125793,0.1364828199148178,0.13630995154380798,0.1885088086128235
0.09871009737253189,0.13471825420856476,0.13742637634277344,0.19092749059200287
0.09772840142250061,0.13378660380840302,0.14148057997226715,0.19453082978725433
0.09628400951623917,0.13080041110515594,0.1382809728384018,0.19038452208042145
0.09514990448951721,0.1293073147535324,0.1449073851108551,0.19857840240001678
