,accuracy,val_accuracy,loss,val_loss
0,0.6987506151199341,0.7607777118682861,0.7482657432556152,0.601143479347229
1,0.7631474733352661,0.7618343234062195,0.5726919174194336,0.5950703024864197
2,0.7808446884155273,0.8083263039588928,0.5233219265937805,0.45698511600494385
3,0.7919649481773376,0.8005071878433228,0.49081727862358093,0.461938738822937
4,0.8020285964012146,0.8017751574516296,0.4698663353919983,0.4541797637939453
5,0.807443380355835,0.807692289352417,0.4537324011325836,0.45127326250076294
6,0.8130695223808289,0.8127641677856445,0.4388883113861084,0.4338172674179077
7,0.8212842345237732,0.8180473446846008,0.42361921072006226,0.4295180141925812
8,0.8243746757507324,0.8178359866142273,0.41958087682724,0.4283398389816284
9,0.8317705392837524,0.8193153142929077,0.40579289197921753,0.4303719103336334
