,accuracy,val_accuracy,loss,val_loss
0,0.8062812089920044,0.8941251039505005,0.4242793917655945,0.25162866711616516
1,0.8585805296897888,0.8970836997032166,0.29751864075660706,0.2296966016292572
2,0.8719195127487183,0.9030008316040039,0.2719918489456177,0.21665240824222565
3,0.8769645094871521,0.9038461446762085,0.2583332657814026,0.2111346572637558
4,0.8814812898635864,0.9110313057899475,0.250627726316452,0.20549370348453522
5,0.8820887804031372,0.9103972911834717,0.2460719496011734,0.20434600114822388
6,0.8901978135108948,0.9078613519668579,0.23731175065040588,0.20232553780078888
7,0.8912015557289124,0.9118765592575073,0.2326415628194809,0.2000885009765625
8,0.8930769562721252,0.9144124984741211,0.23031730949878693,0.1963140219449997
9,0.8935259580612183,0.9131445288658142,0.22540998458862305,0.1960390955209732
10,0.8963258266448975,0.9144124984741211,0.22411194443702698,0.19400650262832642
11,0.8968541026115417,0.9135671854019165,0.22232654690742493,0.19474443793296814
12,0.8980955481529236,0.9165257811546326,0.21972344815731049,0.19154924154281616
13,0.901080310344696,0.9161031246185303,0.21508827805519104,0.19014087319374084
14,0.8989936113357544,0.9169484376907349,0.21590496599674225,0.18909649550914764
15,0.9005784392356873,0.9173710942268372,0.21453721821308136,0.18796572089195251
16,0.9018991589546204,0.9177937507629395,0.2112731635570526,0.18700763583183289
17,0.9028236269950867,0.9177937507629395,0.21017180383205414,0.1859734207391739
18,0.9051744341850281,0.918639063835144,0.2091226875782013,0.18567022681236267
19,0.9057027101516724,0.9184277057647705,0.20676814019680023,0.18479163944721222
20,0.9050688147544861,0.9199070334434509,0.20638397336006165,0.18406495451927185
21,0.9059932827949524,0.920540988445282,0.20501577854156494,0.18234883248806
22,0.9068913459777832,0.918639063835144,0.20410685241222382,0.18293941020965576
23,0.9093478322029114,0.9207523465156555,0.20070873200893402,0.18359549343585968
24,0.906600832939148,0.9209636449813843,0.20122016966342926,0.18082711100578308
25,0.9094006419181824,0.9203296899795532,0.20012857019901276,0.17991551756858826
26,0.9084497690200806,0.9220203161239624,0.2016838937997818,0.18022160232067108
27,0.9094006419181824,0.9220203161239624,0.19862164556980133,0.17842960357666016
28,0.9093742370605469,0.920540988445282,0.19792336225509644,0.18023133277893066
29,0.9090308547019958,0.9215976595878601,0.19838964939117432,0.1794814020395279
30,0.9083705544471741,0.9220203161239624,0.19753886759281158,0.1780751347541809
31,0.9125438928604126,0.9220203161239624,0.1966392695903778,0.17747557163238525
32,0.9134948253631592,0.920540988445282,0.1932196468114853,0.17834056913852692
33,0.9090308547019958,0.9226542711257935,0.19626867771148682,0.17704910039901733
34,0.9129136800765991,0.9239222407341003,0.19187504053115845,0.17692340910434723
35,0.9125438928604126,0.9241335391998291,0.19281259179115295,0.17654570937156677
36,0.9119628071784973,0.9228655695915222,0.19233937561511993,0.1767953634262085
37,0.9124118685722351,0.9237108826637268,0.19147105515003204,0.17579618096351624
38,0.9133627414703369,0.9237108826637268,0.191970556974411,0.17525197565555573
39,0.9129665493965149,0.9275147914886475,0.19116710126399994,0.17453041672706604
40,0.9142608046531677,0.9232882261276245,0.1896064132452011,0.17511379718780518
41,0.9155286550521851,0.927726149559021,0.18958821892738342,0.17346258461475372
42,0.9135212302207947,0.9262468218803406,0.1895153522491455,0.17328055202960968
43,0.9154230356216431,0.9268808364868164,0.18776436150074005,0.17245511710643768
44,0.9152381420135498,0.9262468218803406,0.18709102272987366,0.17258352041244507
45,0.9157664179801941,0.9275147914886475,0.18786798417568207,0.17158138751983643
46,0.9162682294845581,0.9258241653442383,0.1862390637397766,0.17232704162597656
47,0.9145513772964478,0.9279374480247498,0.1869131624698639,0.17182981967926025
48,0.9174304604530334,0.927726149559021,0.18463429808616638,0.1714247763156891
49,0.9165323972702026,0.9275147914886475,0.1840125471353531,0.1714264154434204
