,loss,accuracy,val_loss,val_accuracy
0,0.027638323605060577,0.9883243441581726,0.022822316735982895,0.993630588054657
1,0.012881205417215824,0.9957051277160645,0.023098308593034744,0.9928538203239441
2,0.010281565599143505,0.9965004920959473,0.020844507962465286,0.9934751987457275
3,0.008879847824573517,0.9971367716789246,0.025136571377515793,0.9930091500282288
4,0.008249349892139435,0.9973276257514954,0.019290300086140633,0.9944073557853699
5,0.008391355164349079,0.9972958564758301,0.01595035381615162,0.9947180151939392
6,0.00720507837831974,0.9978048801422119,0.016615932807326317,0.9937859177589417
7,0.007038180250674486,0.9976139664649963,0.0117263188585639,0.9959608316421509
8,0.006773328874260187,0.9976776242256165,0.012512139044702053,0.9961162209510803
9,0.004761458374559879,0.9979639053344727,0.014559527859091759,0.996271550655365
10,0.0056866854429244995,0.9982184171676636,0.013874240219593048,0.9956501722335815
11,0.005240023136138916,0.998345673084259,0.01333555020391941,0.9959608316421509
12,0.004486831836402416,0.998313844203949,0.011836058460175991,0.9959608316421509
13,0.004543635528534651,0.9985047578811646,0.0078889736905694,0.9976696968078613
14,0.003562541678547859,0.9988228678703308,0.008770446293056011,0.9972036480903625
15,0.0042519536800682545,0.9985365867614746,0.009654547087848186,0.9972036480903625
16,0.0029251757077872753,0.9989501237869263,0.004543557297438383,0.9986018538475037
17,0.004227815195918083,0.99863201379776,0.010651513934135437,0.9968929886817932
18,0.004055318888276815,0.9986956119537354,0.004587346222251654,0.9982911348342896
19,0.0028489178512245417,0.9987274408340454,0.007819516584277153,0.9976696968078613
