,loss,accuracy,val_loss,val_accuracy
0,0.8045993447303772,0.9510705471038818,0.16331303119659424,0.9703277945518494
1,0.09504254162311554,0.9767123460769653,0.0650520920753479,0.9816684722900391
2,0.055133379995822906,0.9833295941352844,0.05427367612719536,0.9849308729171753
3,0.04627515748143196,0.9864155650138855,0.03860783204436302,0.9900574684143066
4,0.036974746733903885,0.9907103776931763,0.0332079753279686,0.9928538203239441
5,0.033611904829740524,0.9912194013595581,0.04301157593727112,0.9869504570960999
6,0.03021223284304142,0.9926192164421082,0.029568655416369438,0.9919217228889465
7,0.025395479053258896,0.9935736060142517,0.026238229125738144,0.9934751987457275
8,0.02350904420018196,0.9942735433578491,0.024351950734853745,0.9945626854896545
9,0.023307064548134804,0.9943371415138245,0.022374732419848442,0.9947180151939392
10,0.020102769136428833,0.9954188466072083,0.02331031858921051,0.9942519664764404
11,0.016788100823760033,0.9957687854766846,0.021428057923913002,0.9950287342071533
12,0.014617515727877617,0.9965004920959473,0.0242379829287529,0.9947180151939392
13,0.014377563260495663,0.9970731139183044,0.019123181700706482,0.9967375993728638
14,0.011229809373617172,0.9973594546318054,0.018907763063907623,0.995184063911438
15,0.011090554296970367,0.9973276257514954,0.02078976482152939,0.9954947829246521
16,0.01025408785790205,0.9977412223815918,0.019288692623376846,0.9961162209510803
17,0.010295651853084564,0.9976776242256165,0.02066008560359478,0.995184063911438
18,0.010385112836956978,0.9975185394287109,0.014158348552882671,0.997359037399292
19,0.009256519377231598,0.9975821375846863,0.016589511185884476,0.9972036480903625
