loss,accuracy,val_loss,val_accuracy
1.0652246475219727,0.502196192741394,0.8586405515670776,0.51171875
0.6951453685760498,0.5026842355728149,0.7841932773590088,0.48828125
0.692458987236023,0.5056124925613403,0.760356068611145,0.47265625
0.6852211952209473,0.5261102914810181,0.6874735355377197,0.52734375
0.6690291166305542,0.5529526472091675,0.6670351028442383,0.54296875
0.6326065063476562,0.6183503866195679,0.7194480895996094,0.53125
0.6153162717819214,0.6232308149337769,0.7287240028381348,0.515625
0.5939199328422546,0.6378721594810486,0.6951338052749634,0.54296875
0.5744255185127258,0.6510493159294128,0.7013399600982666,0.46484375
0.5608469247817993,0.6686188578605652,0.7037867307662964,0.53515625
