,mae,val_mae,loss,val_loss
0,6.276128768920898,11.961793899536133,65.18244934082031,141.09521484375
1,4.890231609344482,5.123854160308838,44.25742721557617,38.403751373291016
2,4.575093746185303,3.551581621170044,39.521217346191406,23.79257583618164
3,4.462092399597168,3.277581214904785,37.50041198730469,21.318660736083984
4,4.339122295379639,3.308565378189087,35.4730224609375,22.537622451782227
5,4.20903205871582,3.613513946533203,33.81583023071289,23.501970291137695
6,4.164897441864014,3.2401256561279297,32.70736312866211,19.896512985229492
7,4.09699821472168,4.31326961517334,31.704347610473633,31.290624618530273
8,4.080607891082764,3.2302653789520264,31.266204833984375,21.45381736755371
9,4.036703109741211,3.3431396484375,30.101884841918945,20.167522430419922
10,3.987668037414551,3.2330470085144043,29.31710433959961,19.84868621826172
11,3.9345345497131348,3.326880931854248,28.588581085205078,20.6768798828125
12,3.937912702560425,3.072354316711426,28.36705207824707,18.873594284057617
13,3.8564093112945557,3.1265742778778076,27.031728744506836,19.2424373626709
14,3.862436056137085,3.103203058242798,27.06578254699707,18.862224578857422
15,3.851667642593384,3.325507879257202,27.303327560424805,21.188669204711914
16,3.8273849487304688,3.158332347869873,26.45636558532715,19.823516845703125
17,3.7801475524902344,3.3643479347229004,25.543933868408203,22.78561782836914
