,loss,accuracy,val_loss,val_accuracy
0,1.5557574033737183,0.6583813428878784,0.9367874264717102,0.6841326951980591
1,0.9670900106430054,0.6787732839584351,0.876621663570404,0.7010352611541748
2,0.9289944171905518,0.6847165822982788,0.9018855690956116,0.695964515209198
3,0.9104863405227661,0.6917692422866821,0.8845478296279907,0.694908082485199
4,0.8965515494346619,0.6938560009002686,0.8448382616043091,0.7048383951187134
5,0.8869677186012268,0.6955465078353882,0.8629669547080994,0.6999788880348206
6,0.8809472918510437,0.699191689491272,0.8359457850456238,0.7006127238273621
7,0.8781734704971313,0.6977917551994324,0.8435782790184021,0.7090640068054199
8,0.8757398128509521,0.6980030536651611,0.8622874617576599,0.6866680979728699
9,0.8743046522140503,0.6978181600570679,0.8328860998153687,0.7071624994277954
10,0.8711057305335999,0.6983464360237122,0.895249605178833,0.6940629482269287
11,0.8675892949104309,0.6980030536651611,0.82941073179245,0.7020916938781738
12,0.8668143153190613,0.699191689491272,0.8614633083343506,0.699556291103363
13,0.864978551864624,0.7017539143562317,0.9010124206542969,0.6830762624740601
14,0.8657733201980591,0.6988219022750854,0.823771059513092,0.7061060667037964
15,0.8595661520957947,0.7011728286743164,0.8607922792434692,0.7033593654632568
16,0.864066481590271,0.6994030475616455,0.9536529183387756,0.6754701137542725
17,0.865059494972229,0.6982672214508057,0.9187726974487305,0.679695725440979
