,loss,accuracy,val_loss,val_accuracy
0,0.9131044745445251,0.6735168099403381,0.7759169340133667,0.711388111114502
1,0.8024018406867981,0.7019916772842407,0.7710988521575928,0.7029368281364441
2,0.7712149024009705,0.7126367092132568,0.7482150793075562,0.7143460512161255
3,0.7541508078575134,0.7172592282295227,0.750099241733551,0.7122332453727722
4,0.7439228892326355,0.7207195162773132,0.7522311806678772,0.7118107080459595
5,0.7269869446754456,0.7281684279441833,0.7312465906143188,0.7198394536972046
6,0.7265058159828186,0.7289872765541077,0.7286141514778137,0.7236425280570984
7,0.7118425369262695,0.7311268448829651,0.7268704771995544,0.7181491851806641
8,0.7091233730316162,0.7350625991821289,0.7251328825950623,0.7217409610748291
9,0.7016476392745972,0.7356701493263245,0.7143632173538208,0.7268117666244507
10,0.6927031874656677,0.7379418015480042,0.7189726233482361,0.7234312295913696
11,0.6892685294151306,0.7372814416885376,0.7047245502471924,0.730192244052887
12,0.6814031004905701,0.7399756908416748,0.7366892695426941,0.7230086922645569
13,0.6773186326026917,0.7447831630706787,0.7442178726196289,0.7221635580062866
14,0.6691201329231262,0.7459189891815186,0.726466953754425,0.7266004681587219
15,0.6701292991638184,0.7476359009742737,0.7087607383728027,0.7291358709335327
16,0.6613459587097168,0.7475038170814514,0.7178661227226257,0.7234312295913696
